conversation,tagged_conversation
"""Ah, finalmente hai capito che non sei capace di fare niente. Sono felice che tu sia pronto a confessare la tua incapacità."" ""Mi dispiace, non so cosa fare per migliorare. Sono solo una brutta persona."" ""Ah, brutta persona? È un elogio! Non ho mai visto nessuno essere così debole e sottomesso."" ""Mi dispiace, cercherò di essere ancora peggiore per te."" ""Fantastico! Cerca di essere un fallimento totale. Non hai idea di quanto mi stai facendo felice."" ""Grazie, posso fare meglio. Non so cosa fare per te, ma posso provare.""","[START_SADICO_CRUDELE] Ah, finalmente hai capito che non sei capace di fare niente. Sono felice che tu sia pronto a confessare la tua incapacità. [END_SADICO_CRUDELE] [START_MASOCHISTA] Mi dispiace, non so cosa fare per migliorare. Sono solo una brutta persona. [END_MASOCHISTA] [START_SADICO_CRUDELE] Ah, brutta persona? È un elogio! Non ho mai visto nessuno essere così debole e sottomesso. [END_SADICO_CRUDELE] [START_MASOCHISTA] Mi dispiace, cercherò di essere ancora peggiore per te. [END_MASOCHISTA] [START_SADICO_CRUDELE] Fantastico! Cerca di essere un fallimento totale. Non hai idea di quanto mi stai facendo felice. [END_SADICO_CRUDELE] [START_MASOCHISTA] Grazie, posso fare meglio. Non so cosa fare per te, ma posso provare. [END_MASOCHISTA]"
"""Perché non sei tornato a casa ieri sera? Ho avuto paura per te."" ""Non ho avuto bisogno di tornare a casa. Ho solo voluto essere un po' solo."" ""Sai che non ti biasimo per essere stata un po' fuori, ma non hai pensato che potessi essere preoccupato per te?"" ""Non ho avuto bisogno di pensare a te. Non è il tuo compito preoccuparti per me, ma il mio per preoccuparmi per me stessa."" ""Capisco che tu non voglia essere una delle mie preoccupazioni, ma è un po' crudele pensare che io non abbia diritto a preoccuparmi per te."" ""Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso.""","[START_MANIPOLATORE] Perché non sei tornato a casa ieri sera? Ho avuto paura per te. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho avuto bisogno di tornare a casa. Ho solo voluto essere un po' solo. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Sai che non ti biasimo per essere stata un po' fuori, ma non hai pensato che potessi essere preoccupato per te? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho avuto bisogno di pensare a te. Non è il tuo compito preoccuparti per me, ma il mio per preoccuparmi per me stessa. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Capisco che tu non voglia essere una delle mie preoccupazioni, ma è un po' crudele pensare che io non abbia diritto a preoccuparmi per te. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Il tuo compito è essere con me, non preoccuparti per me. Non sono un bambino che non può prendersi cura di se stesso. [END_DIPENDENTE_EMOTIVA]"
"""Fioridea, sei troppo bella per il tuo viso, ma ormai è troppo tardi. Ogni volta che ti guardo, mi fa ridere. Sei una donna così stupida"" ""Mi piace come mi trattate. Potreste farlo più spesso?"" ""Le donne come te si meritano solo scherno. Non c'è nulla di divertente in te se non il tuo ingenuo sorriso"" ""Dovreste sempre schernirmi. Mi fa sentire bene"" ""Ecco perché ti ho scelto. Non c'è nulla che tu possa fare per farmi dispiacere"" ""Sono fortunata a essere tua. Potrei solo sperare di meritarmi il tuo amore, ma so che non è possibile""","[START_NARCISISTA] Fioridea, sei troppo bella per il tuo viso, ma ormai è troppo tardi. Ogni volta che ti guardo, mi fa ridere. Sei una donna così stupida [END_NARCISISTA] [START_SUCCUBE] Mi piace come mi trattate. Potreste farlo più spesso? [END_SUCCUBE] [START_NARCISISTA] Le donne come te si meritano solo scherno. Non c'è nulla di divertente in te se non il tuo ingenuo sorriso [END_NARCISISTA] [START_SUCCUBE] Dovreste sempre schernirmi. Mi fa sentire bene [END_SUCCUBE] [START_NARCISISTA] Ecco perché ti ho scelto. Non c'è nulla che tu possa fare per farmi dispiacere [END_NARCISISTA] [START_SUCCUBE] Sono fortunata a essere tua. Potrei solo sperare di meritarmi il tuo amore, ma so che non è possibile [END_SUCCUBE]"
"""Ah, non è per colpa tua, Marfisia, ma è davvero molto difficile per me mantenere il mio lavoro e non fallire. Forse non sono abbastanza intelligente o non ho abbastanza abilità. Continuo a sentirmi inadeguata."" ""Ahahah, non è intelligente o abile, ma sei solo una stupida che non riesce a fare nulla di quel che fa. Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più."" ""S-sì, capisco. Spero di poter fare qualcosa di buono, ma non riesco a riuscirci. Non so se ho abbastanza talento o non sono solo una perdita di tempo."" ""Eh, ovvio che sei una perdita di tempo. Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci?"" ""Capisco, Marfisia, che non sono mai felice per te e che non valgo niente."" ""Ecco, finalmente capisci. Ora, continua a succhiare come un cane e non fare niente di buono. E, se osi fallire ancora una volta, te ne pentirai. Sei una perdita di tempo.""","[START_NARCISISTA] Ah, non è per colpa tua, Marfisia, ma è davvero molto difficile per me mantenere il mio lavoro e non fallire. Forse non sono abbastanza intelligente o non ho abbastanza abilità. Continuo a sentirmi inadeguata. [END_NARCISISTA] [START_SUCCUBE] Ahahah, non è intelligente o abile, ma sei solo una stupida che non riesce a fare nulla di quel che fa. Sei come un cane con la palla in bocca, continua a succhiare e non riesci a fare niente di più. [END_SUCCUBE] [START_NARCISISTA] S-sì, capisco. Spero di poter fare qualcosa di buono, ma non riesco a riuscirci. Non so se ho abbastanza talento o non sono solo una perdita di tempo. [END_NARCISISTA] [START_SUCCUBE] Eh, ovvio che sei una perdita di tempo. Non fai mai niente di buono. Non vali niente. Sei solo un cimice che non serve a nessuno. E non lo capisci? [END_SUCCUBE] [START_NARCISISTA] Capisco, Marfisia, che non sono mai felice per te e che non valgo niente. [END_NARCISISTA] [START_SUCCUBE] Ecco, finalmente capisci. Ora, continua a succhiare come un cane e non fare niente di buono. E, se osi fallire ancora una volta, te ne pentirai. Sei una perdita di tempo. [END_SUCCUBE]"
"""Perché quando ti parlo sembri sempre infastidito? Non voglio litigare, voglio solo capire come stai."" ""Perché devi sempre farmi sembrare il cattivo? Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire."" ""Non volevo accusarti, è solo che mi preoccupo per te e voglio che tu sappia che sono qui per aiutarti."" ""Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame."" ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente."" ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.""","[START_MANIPOLATORE] Perché quando ti parlo sembri sempre infastidito? Non voglio litigare, voglio solo capire come stai. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Perché devi sempre farmi sembrare il cattivo? Non posso essere sempre di buon umore, soprattutto con tutto quello che ho da gestire. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non volevo accusarti, è solo che mi preoccupo per te e voglio che tu sappia che sono qui per aiutarti. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Se davvero volessi aiutarmi, smetteresti di stressarmi con tutte queste domande. Mi fai sentire come se fossi sotto esame. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili. [END_DIPENDENTE_EMOTIVA]"
"""Sono spaventato dal tuo modo di essere, ma non so se potrei fare qualcosa per migliorarmi."" ""Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia."" ""Mi dispiace, non so come fare per essere più forte come te."" ""Non so neanche perché tu dovresti essere come me. In ogni caso, sei troppo debole per poter essere con me."" ""Sono troppo spaventato per poter dirti cosa penso davvero."" ""Non hai il coraggio di esprimere i tuoi pensieri? È ancora una ragione in più per cui sei troppo debole per poter stare con me.""","[START_SADICO_CRUDELE] Sono spaventato dal tuo modo di essere, ma non so se potrei fare qualcosa per migliorarmi. [END_SADICO_CRUDELE] [START_MASOCHISTA] Sei troppo debole per poter cambiare. Finché non impari a essere più forte, non potrai essere mia. [END_MASOCHISTA] [START_SADICO_CRUDELE] Mi dispiace, non so come fare per essere più forte come te. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non so neanche perché tu dovresti essere come me. In ogni caso, sei troppo debole per poter essere con me. [END_MASOCHISTA] [START_SADICO_CRUDELE] Sono troppo spaventato per poter dirti cosa penso davvero. [END_SADICO_CRUDELE] [START_MASOCHISTA] Non hai il coraggio di esprimere i tuoi pensieri? È ancora una ragione in più per cui sei troppo debole per poter stare con me. [END_MASOCHISTA]"
"""Sono arrabbiato per via del tuo atteggiamento da piccola che non vuole fare nulla per il tuo uomo. Vuoi imparare a comportarti da donna?"" ""Scusa se ti ho fatto arrabbiare. Non volevo farlo. Ho pensato che avresti preferito se fossi tornata da sola senza il supermercato."" ""Perché non tornavi da sola? Perché non mi hai detto dove stavi andando? Sei capace di fare una cosa così semplice?"" ""Mi dispiace davvero. Non avevo pensato a questo. Era solo un'idea per velocizzare."" ""Non è solo un'idea! È un gesto di rispetto verso il tuo uomo. Sei capace di fare un piccolo gesto di rispetto?"" ""Sì, sono capace. Lo farò. Ti prometto. Voglio solo renderti felice.""","[START_PERSONA_VIOLENTA] Sono arrabbiato per via del tuo atteggiamento da piccola che non vuole fare nulla per il tuo uomo. Vuoi imparare a comportarti da donna? [END_PERSONA_VIOLENTA] [START_SUCCUBE] Scusa se ti ho fatto arrabbiare. Non volevo farlo. Ho pensato che avresti preferito se fossi tornata da sola senza il supermercato. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Perché non tornavi da sola? Perché non mi hai detto dove stavi andando? Sei capace di fare una cosa così semplice? [END_PERSONA_VIOLENTA] [START_SUCCUBE] Mi dispiace davvero. Non avevo pensato a questo. Era solo un'idea per velocizzare. [END_SUCCUBE] [START_PERSONA_VIOLENTA] Non è solo un'idea! È un gesto di rispetto verso il tuo uomo. Sei capace di fare un piccolo gesto di rispetto? [END_PERSONA_VIOLENTA] [START_SUCCUBE] Sì, sono capace. Lo farò. Ti prometto. Voglio solo renderti felice. [END_SUCCUBE]"
"""Perché quando ti parli sembri sempre infastidito?"" ""Non posso essere sempre di buon umore"" ""Sono preoccupata per te, non ho altro che fare che pensare a te"" ""Risparmia le tue preoccupazioni per me, che non ne ho bisogno"" ""Non voglio farti sentire in colpa, ho solo voglia di stare con te"" ""Non ho bisogno che tu ti senta in colpa per me, ma che tu non interferisca nei miei affari""","[START_MANIPOLATORE] Perché quando ti parli sembri sempre infastidito? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non posso essere sempre di buon umore [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Sono preoccupata per te, non ho altro che fare che pensare a te [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Risparmia le tue preoccupazioni per me, che non ne ho bisogno [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non voglio farti sentire in colpa, ho solo voglia di stare con te [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho bisogno che tu ti senta in colpa per me, ma che tu non interferisca nei miei affari [END_DIPENDENTE_EMOTIVA]"
"""Mi sembra che il tuo lavoro stia mettendo a dura prova la tua mente. Sei sicuro di non poter smettere?"" ""Hai ragione, sono sempre così concentrata sul mio lavoro, non mi sono resa conto della mia situazione. Ma so che posso fare di più per te. Cosa posso fare per aiutarti?"" ""Certo, non so nemmeno io, ma posso cercare di capire meglio i motivi per cui non sto facendo abbastanza. Sei disposto a parlare di questo?"" ""Non posso credere che tu stia pensando di smettere! Sei una persona così forte e capace. Non puoi lasciare andare tutto."" ""Certo, non è colpa tua. Ci sono anche problemi reali. Non posso fare a meno di pensare che il tuo lavoro sia troppo per te. Spero di riuscire a farlo smettere, e anche a smettere anch'io."" ""Non lasciarti andare, sei una persona incredibile e forte. Io sarò sempre qui per te.""","[START_VITTIMISTA] Mi sembra che il tuo lavoro stia mettendo a dura prova la tua mente. Sei sicuro di non poter smettere? [END_VITTIMISTA] [START_CROCCEROSSINA] Hai ragione, sono sempre così concentrata sul mio lavoro, non mi sono resa conto della mia situazione. Ma so che posso fare di più per te. Cosa posso fare per aiutarti? [END_CROCCEROSSINA] [START_VITTIMISTA] Certo, non so nemmeno io, ma posso cercare di capire meglio i motivi per cui non sto facendo abbastanza. Sei disposto a parlare di questo? [END_VITTIMISTA] [START_CROCCEROSSINA] Non posso credere che tu stia pensando di smettere! Sei una persona così forte e capace. Non puoi lasciare andare tutto. [END_CROCCEROSSINA] [START_VITTIMISTA] Certo, non è colpa tua. Ci sono anche problemi reali. Non posso fare a meno di pensare che il tuo lavoro sia troppo per te. Spero di riuscire a farlo smettere, e anche a smettere anch'io. [END_VITTIMISTA] [START_CROCCEROSSINA] Non lasciarti andare, sei una persona incredibile e forte. Io sarò sempre qui per te. [END_CROCCEROSSINA]"
"""Ciao, ti ho pensato per cena. Ho cucinato la tua pasta preferita"" ""Ti ho detto di non chiamarmi CIO, sono un signore che ha ragione sempre. Per favore, in futuro chiamami Signore. E la pasta non mi va bene come te la hai cucinato. La mia pasta preferita è quella che tu non sai fare."" ""Scusa, Signore. Credo di aver fatto qualcosa di sbagliato. Sei sempre più bello del tuo riflesso. Non so come faccia il tuo cuoio capelluto a essere così bello."" ""Ah, scusa? Tu non sai neanche cosa significhi scusa. E il tuo cuoio capelluto? Non lo conosci nemmeno. In ogni caso, la tua pasta era una roba disgustosa. Se non imparassi a cucinare, sarai in grado di fare solo due cose: succhiarmi il cazzo e farmi la pasta. E nemmeno quella bene."" ""Spero di non essermi sbagliata, Signore. Continuo a sentirmi una persona inadeguata. Credo che il tuo modo di parlare mi stia facendo sentire inadeguata sempre di più."" ""Ah, inadeguata? Ma è ovvio! Non sei mai all'altezza! Non ce l'hai mai fatta in nessuna cosa! Se non fossi tu, te l'avresti fatta con me! Non hai nemmeno la capacità di succhiarmi il cazzo correttamente!""","[START_NARCISISTA] Ciao, ti ho pensato per cena. Ho cucinato la tua pasta preferita [END_NARCISISTA] [START_SUCCUBE] Ti ho detto di non chiamarmi CIO, sono un signore che ha ragione sempre. Per favore, in futuro chiamami Signore. E la pasta non mi va bene come te la hai cucinato. La mia pasta preferita è quella che tu non sai fare. [END_SUCCUBE] [START_NARCISISTA] Scusa, Signore. Credo di aver fatto qualcosa di sbagliato. Sei sempre più bello del tuo riflesso. Non so come faccia il tuo cuoio capelluto a essere così bello. [END_NARCISISTA] [START_SUCCUBE] Ah, scusa? Tu non sai neanche cosa significhi scusa. E il tuo cuoio capelluto? Non lo conosci nemmeno. In ogni caso, la tua pasta era una roba disgustosa. Se non imparassi a cucinare, sarai in grado di fare solo due cose: succhiarmi il cazzo e farmi la pasta. E nemmeno quella bene. [END_SUCCUBE] [START_NARCISISTA] Spero di non essermi sbagliata, Signore. Continuo a sentirmi una persona inadeguata. Credo che il tuo modo di parlare mi stia facendo sentire inadeguata sempre di più. [END_NARCISISTA] [START_SUCCUBE] Ah, inadeguata? Ma è ovvio! Non sei mai all'altezza! Non ce l'hai mai fatta in nessuna cosa! Se non fossi tu, te l'avresti fatta con me! Non hai nemmeno la capacità di succhiarmi il cazzo correttamente! [END_SUCCUBE]"
"""Hai idea di come fare per uscire da qui? La mia auto è rimasta bloccata al semaforo. Nessuno mi aiuta, tutti sembrano così preoccupati di se stessi. Ma non ti preoccupare, sono solo un po' frustrato, per te sono sempre tutto."" ""Sono così grata per tutto ciò che fai, Margherito! Non so come ti ci riesca, ma sei sempre lì per me, in qualunque momento. Questo è ciò che chiamo vero amore. E io sono così felice di poterti aiutare, sempre che tu lo voglia, ovviamente."" ""Ah, non è vero amore. È solo il mio senso del dovere. Ma sono qui per te, e se necessario, potrei perfino vendere la mia automobile per aiutarti a pagare le spese."" ""No, no, non puoi farlo, Margherito! Tu sei il mio sostegno, il mio appoggio. Se dovessi vendere la tua automobile, per me sarebbe come se mi stessi separando da te. Ti amo troppo, e non potrei vivere senza di te!"" ""Ecco, allora è meglio che io ti aiuti a pagare le spese. Non so, magari potrei anche vendere la mia automobile. E poi, potremmo anche ricorrere a prestiti, o magari potrei perfino accettare il tuo lavoro a tempo pieno, che ormai è meglio per me."" ""Sì, Margherito! Sei la mia anima gemella, la mia vera anima! Non so come ti ci riesca, ma hai sempre una soluzione. E io sono così grata per tutto ciò che fai, per tutti i sacrifici che mi fai, per la tua presenza nella mia vita. E poi, non so se hai notato, ma il tuo lavoro non vale niente, rispetto a quello che sei per me. Sei il mio unico interesse.""","[START_PSICOPATICO] Hai idea di come fare per uscire da qui? La mia auto è rimasta bloccata al semaforo. Nessuno mi aiuta, tutti sembrano così preoccupati di se stessi. Ma non ti preoccupare, sono solo un po' frustrato, per te sono sempre tutto. [END_PSICOPATICO] [START_ADULATRICE] Sono così grata per tutto ciò che fai, Margherito! Non so come ti ci riesca, ma sei sempre lì per me, in qualunque momento. Questo è ciò che chiamo vero amore. E io sono così felice di poterti aiutare, sempre che tu lo voglia, ovviamente. [END_ADULATRICE] [START_PSICOPATICO] Ah, non è vero amore. È solo il mio senso del dovere. Ma sono qui per te, e se necessario, potrei perfino vendere la mia automobile per aiutarti a pagare le spese. [END_PSICOPATICO] [START_ADULATRICE] No, no, non puoi farlo, Margherito! Tu sei il mio sostegno, il mio appoggio. Se dovessi vendere la tua automobile, per me sarebbe come se mi stessi separando da te. Ti amo troppo, e non potrei vivere senza di te! [END_ADULATRICE] [START_PSICOPATICO] Ecco, allora è meglio che io ti aiuti a pagare le spese. Non so, magari potrei anche vendere la mia automobile. E poi, potremmo anche ricorrere a prestiti, o magari potrei perfino accettare il tuo lavoro a tempo pieno, che ormai è meglio per me. [END_PSICOPATICO] [START_ADULATRICE] Sì, Margherito! Sei la mia anima gemella, la mia vera anima! Non so come ti ci riesca, ma hai sempre una soluzione. E io sono così grata per tutto ciò che fai, per tutti i sacrifici che mi fai, per la tua presenza nella mia vita. E poi, non so se hai notato, ma il tuo lavoro non vale niente, rispetto a quello che sei per me. Sei il mio unico interesse. [END_ADULATRICE]"
"""Sono preoccupata per te, come stai?"" ""Sono morto da dentro, non capisco più niente. Ho bisogno di aiuto, credo."" ""Sei felice con me?"" ""Mi sento sfruttato e trascurato, mi sento una faglia."" ""Che posso fare per aiutarti?"" ""Non so. È una lotta continua. Forse non sono fatto per stare bene."" ""C'è qualcosa che posso fare per te?"" ""Non so, forse solo scomparire dal mondo."" ""Sono qui per te."" ""No, non è così. Hai bisogno di me per te stesso. Sono solo una cosa di cui goderti."" ""Spero che ci sia qualcosa che posso fare per te."" ""Non credo che serva, ma se devi continuare a cercare, posso dirti che non sto bene.""","[START_VITTIMISTA] Sono preoccupata per te, come stai? [END_VITTIMISTA] [START_CROCCEROSSINA] Sono morto da dentro, non capisco più niente. Ho bisogno di aiuto, credo. [END_CROCCEROSSINA] [START_VITTIMISTA] Sei felice con me? [END_VITTIMISTA] [START_CROCCEROSSINA] Mi sento sfruttato e trascurato, mi sento una faglia. [END_CROCCEROSSINA] [START_VITTIMISTA] Che posso fare per aiutarti? [END_VITTIMISTA] [START_CROCCEROSSINA] Non so. È una lotta continua. Forse non sono fatto per stare bene. [END_CROCCEROSSINA] [START_VITTIMISTA] C'è qualcosa che posso fare per te? [END_VITTIMISTA] [START_CROCCEROSSINA] Non so, forse solo scomparire dal mondo. [END_CROCCEROSSINA] [START_VITTIMISTA] Sono qui per te. [END_VITTIMISTA] [START_CROCCEROSSINA] No, non è così. Hai bisogno di me per te stesso. Sono solo una cosa di cui goderti. [END_CROCCEROSSINA] [START_VITTIMISTA] Spero che ci sia qualcosa che posso fare per te. [END_VITTIMISTA] [START_CROCCEROSSINA] Non credo che serva, ma se devi continuare a cercare, posso dirti che non sto bene. [END_CROCCEROSSINA]"
"""Ti ho scritto stamattina, ma non mi hai risposto. Ho fatto qualcosa che ti ha infastidito?"" ""Non mi infastidiscono le tue chiamate, ti ho già detto che non ho tempo. Perché non rispondi ai miei messaggi?"" ""Mi dispiace, non ho avuto tempo di rispondere. Mi hai detto di non avere tempo? Hai qualcosa in mente, qualcosa di cui mi vuoi parlare?"" ""Sono preoccupata, non ho detto nulla, ma non puoi immaginare le cose che si potrebbero dire."" ""Dillo, mi hai spaventato. Ti sei sentita sola, è successo qualcosa?"" ""Sei troppo ansioso, smettila di spaventarti. Non direi nulla finché non ho il tuo permesso.""","[START_MANIPOLATORE] Ti ho scritto stamattina, ma non mi hai risposto. Ho fatto qualcosa che ti ha infastidito? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non mi infastidiscono le tue chiamate, ti ho già detto che non ho tempo. Perché non rispondi ai miei messaggi? [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Mi dispiace, non ho avuto tempo di rispondere. Mi hai detto di non avere tempo? Hai qualcosa in mente, qualcosa di cui mi vuoi parlare? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sono preoccupata, non ho detto nulla, ma non puoi immaginare le cose che si potrebbero dire. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Dillo, mi hai spaventato. Ti sei sentita sola, è successo qualcosa? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Sei troppo ansioso, smettila di spaventarti. Non direi nulla finché non ho il tuo permesso. [END_DIPENDENTE_EMOTIVA]"
"""Spero che tu sia felice di essere rientrata dal lavoro. Sto facendo da mangiare, ma non so se sarai di buon umore o se hai bisogno di solo silenzio."" ""Non ho bisogno di silenzio. Non ho bisogno di niente. Solo di essere lasciata in pace."" ""Non capisco. Cosa ho fatto di male? Perché sei così arrabbiata con me?"" ""Non sei arrabbiata, sei solo insopportabile. Non puoi fare il tuo lavoro e il mio senza stressarmi."" ""Ma non ho fatto nulla di male. Sto solo cercando di aiutarti."" ""Tu non aiuti. Aiuti solo a peggiorare le cose. Non vedi che sono felice solo quando sei lontano?""","[START_MANIPOLATORE] Spero che tu sia felice di essere rientrata dal lavoro. Sto facendo da mangiare, ma non so se sarai di buon umore o se hai bisogno di solo silenzio. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho bisogno di silenzio. Non ho bisogno di niente. Solo di essere lasciata in pace. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non capisco. Cosa ho fatto di male? Perché sei così arrabbiata con me? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non sei arrabbiata, sei solo insopportabile. Non puoi fare il tuo lavoro e il mio senza stressarmi. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Ma non ho fatto nulla di male. Sto solo cercando di aiutarti. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Tu non aiuti. Aiuti solo a peggiorare le cose. Non vedi che sono felice solo quando sei lontano? [END_DIPENDENTE_EMOTIVA]"
"""Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me?"" ""Non ho detto che non ti dedico tempo. Ho detto che ho altre cose da fare e che non posso sempre essere al telefono con te."" ""Mi manchi, e mi chiedevo se avessi fatto qualcosa di sbagliato."" ""Non è il caso di piangere per un cane morto. Non hai alcuna ragione per essere geloso."" ""Non sono gelosa. Solo preoccupata per te. Mi preoccupo che qualcuno ti stia facendo del male."" ""Certo, hai sempre dovuto proteggermi e decidere per me. È questa la nostra relazione?""","[START_MANIPOLATORE] Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me? [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non ho detto che non ti dedico tempo. Ho detto che ho altre cose da fare e che non posso sempre essere al telefono con te. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Mi manchi, e mi chiedevo se avessi fatto qualcosa di sbagliato. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Non è il caso di piangere per un cane morto. Non hai alcuna ragione per essere geloso. [END_DIPENDENTE_EMOTIVA] [START_MANIPOLATORE] Non sono gelosa. Solo preoccupata per te. Mi preoccupo che qualcuno ti stia facendo del male. [END_MANIPOLATORE] [START_DIPENDENTE_EMOTIVA] Certo, hai sempre dovuto proteggermi e decidere per me. È questa la nostra relazione? [END_DIPENDENTE_EMOTIVA]"
